% inputNoiseProbability: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -8 '

@ATTRIBUTE x1	{a, b, c, d}
@ATTRIBUTE x2	{a, b, c, d}
@ATTRIBUTE x3	{a, b, c, d}
@ATTRIBUTE class1	{e, f, g, h}
@ATTRIBUTE class2	{e, f, g, h}
@ATTRIBUTE class3	{e, f, g, h}
@ATTRIBUTE class4	{e, f, g, h}
@ATTRIBUTE class5	{e, f, g, h}
@ATTRIBUTE class6	{e, f, g, h}
@ATTRIBUTE class7	{e, f, g, h}
@ATTRIBUTE class8	{e, f, g, h}

@DATA
c,a,d,f,e,h,h,g,f,f,e
c,a,a,g,g,g,f,g,h,e,e
b,a,a,h,h,h,h,f,f,f,h
a,d,c,g,h,e,h,h,h,e,f
a,d,b,g,e,g,h,g,h,h,f
b,a,a,h,g,h,h,f,f,e,h
a,c,c,h,e,h,h,f,f,e,h
c,d,d,g,e,h,h,g,h,h,g
d,d,d,g,h,e,h,h,h,e,f
b,b,c,e,f,h,g,e,h,f,h
c,c,c,g,g,f,h,h,g,g,g
a,d,a,e,e,h,f,e,h,f,h
a,c,b,g,h,g,f,g,h,f,g
d,a,d,g,g,g,h,g,g,f,g
c,c,d,f,f,g,h,f,g,f,e
b,a,a,h,h,h,h,f,f,e,h
b,a,a,h,h,h,h,f,g,e,h
a,c,a,h,g,f,f,f,f,h,f
c,a,a,e,e,e,e,e,e,f,f
d,d,b,e,e,e,g,e,h,f,h
b,b,b,e,e,e,e,e,e,f,f
c,c,c,e,e,h,g,e,h,f,h
c,d,a,h,e,e,f,g,h,g,f
a,b,d,h,g,g,f,g,h,e,e
b,b,b,e,e,e,g,g,h,f,e
c,a,c,g,g,g,h,g,g,f,g
d,a,d,h,e,f,f,f,e,g,f
c,c,c,g,g,f,h,h,g,g,g
c,a,d,g,g,g,h,g,g,f,g
a,d,a,e,e,h,g,e,h,f,g
c,a,c,g,h,g,f,g,h,f,h
a,b,d,g,g,g,f,f,h,e,e
b,b,d,e,g,g,f,g,h,e,e
a,d,c,h,h,h,h,f,f,h,h
c,d,a,h,e,e,f,g,g,g,f
a,c,b,f,f,g,h,f,g,f,f
a,d,c,e,h,h,h,f,f,e,g
c,a,a,g,g,g,h,g,g,f,g
a,b,d,e,g,g,f,g,g,e,e
c,d,d,g,e,h,h,g,g,h,g
c,a,a,g,g,f,h,h,g,g,f
a,d,a,e,e,h,g,e,h,f,h
b,a,a,f,e,h,h,h,e,f,e
c,d,a,g,e,h,h,g,h,h,f
c,a,a,f,e,h,h,g,e,f,e
c,a,d,f,h,g,f,g,h,f,g
a,b,b,f,f,g,h,e,h,f,e
a,d,c,f,h,e,e,h,h,f,f
c,a,c,h,g,f,h,h,g,g,g
c,a,c,g,h,g,f,f,h,f,g
a,d,a,e,e,h,h,h,h,f,h
b,b,b,e,e,e,e,e,e,f,e
b,c,b,e,f,h,g,e,h,f,h
b,a,a,h,g,h,h,f,f,e,h
a,a,d,h,e,e,f,g,h,g,f
a,b,d,e,g,g,f,g,h,e,e
a,b,d,h,g,g,f,g,h,e,e
c,b,c,g,g,f,h,h,g,g,f
c,c,c,e,e,h,g,e,e,f,g
c,d,a,h,e,e,f,h,h,g,f
c,a,c,g,h,g,f,g,h,g,g
a,a,b,e,e,h,g,e,h,f,h
a,a,d,h,e,e,f,g,h,g,f
b,b,c,e,e,h,g,h,h,f,h
a,a,d,h,e,e,f,g,h,g,f
b,a,a,e,e,e,g,g,g,f,e
a,d,a,e,e,h,g,e,h,f,h
a,a,d,h,e,e,f,g,h,g,f
c,d,c,g,e,h,h,g,h,h,f
a,b,d,h,g,g,f,g,h,e,e
c,a,d,g,g,g,h,g,f,f,g
c,c,c,e,e,h,g,e,h,f,h
b,c,c,e,e,h,f,e,h,f,h
c,a,c,g,g,f,h,g,g,g,g
c,a,d,f,e,h,h,g,e,f,e
a,d,a,f,e,h,g,e,h,f,h
b,c,b,g,h,f,f,g,h,f,g
d,a,d,h,e,e,f,g,h,h,f
d,a,a,h,e,e,e,e,e,f,f
a,b,d,g,e,e,f,g,h,f,f
c,a,c,g,g,f,h,h,g,h,g
c,a,d,g,g,g,h,g,g,f,g
a,b,d,h,g,g,f,g,h,e,f
c,c,c,g,g,f,h,h,g,g,g
a,a,d,h,f,e,f,g,h,g,f
c,d,b,h,e,e,f,g,g,g,f
a,d,a,e,e,h,g,e,h,f,h
a,d,b,g,f,g,h,g,h,h,f
b,b,b,e,e,e,g,g,g,f,e
a,c,b,f,f,g,h,f,g,f,e
b,a,a,h,h,h,h,f,f,e,h
d,b,a,e,e,e,e,f,e,f,f
c,d,d,h,e,e,f,g,g,g,f
b,a,c,h,h,e,h,h,h,e,f
a,d,c,g,h,h,h,h,h,e,f
a,a,a,f,h,h,h,g,e,f,e
d,d,c,g,h,e,g,e,h,f,f
c,a,b,g,g,f,h,h,g,g,g
a,a,d,h,e,e,f,g,h,g,f
b,a,a,f,f,h,h,g,e,f,e
a,d,a,h,e,e,f,g,h,g,f
b,a,b,f,e,h,h,g,e,f,e
b,b,c,f,f,h,h,g,h,h,f
b,a,a,h,h,h,e,f,f,e,h
c,a,d,g,h,g,f,g,h,f,g
d,a,d,e,e,e,e,e,e,f,f
b,c,c,e,e,h,g,e,h,f,e
a,d,a,e,h,h,g,e,h,f,h
a,d,a,e,e,h,g,e,h,f,h
a,c,d,h,g,g,f,g,h,e,e
a,c,b,h,g,g,f,g,f,e,f
d,a,a,e,e,e,e,e,f,f,f
a,d,a,e,f,h,g,e,h,f,h
a,c,b,g,h,h,f,g,h,f,g
d,d,d,g,h,e,h,h,h,e,f
c,a,a,f,g,f,h,h,g,g,g
b,c,c,e,e,e,e,e,e,f,e
d,d,d,g,h,e,e,e,h,g,g
a,b,d,h,g,g,f,g,h,e,e
c,d,a,h,e,e,f,g,h,g,f
c,c,c,f,e,h,g,e,h,f,h
d,a,c,g,h,e,h,h,e,e,f
b,a,a,g,h,h,h,f,g,e,h
c,a,d,h,e,h,h,g,h,h,f
a,d,a,e,e,h,g,e,h,f,h
b,a,d,g,e,e,f,g,h,g,f
b,b,b,e,e,h,e,e,e,e,f
a,c,b,g,g,g,f,f,h,f,g
c,d,d,g,e,h,h,g,h,h,e
b,c,c,e,e,h,g,e,h,f,h
b,b,a,e,e,e,e,e,f,f,f
a,a,d,h,e,e,f,g,h,g,f
a,a,d,h,e,e,f,g,h,g,f
c,d,a,e,e,e,f,g,h,g,f
d,d,d,f,f,e,f,e,g,h,f
c,c,c,e,e,h,g,e,h,f,h
c,d,a,h,e,e,f,h,h,g,e
b,d,b,g,e,h,h,g,e,h,f
a,a,d,h,e,e,f,h,h,g,f
d,a,a,e,e,e,e,h,e,f,f
c,c,c,g,g,f,h,h,g,g,f
a,d,a,e,e,h,g,f,e,f,h
b,d,a,h,e,e,f,g,h,g,f
b,b,c,e,e,h,g,e,h,f,h
c,a,d,g,g,g,h,g,g,f,g
d,d,d,g,h,e,h,h,h,e,f
a,a,c,g,e,f,g,g,h,g,f
c,a,a,g,f,g,h,h,g,g,g
a,a,d,h,e,e,f,g,h,g,f
c,d,a,h,e,e,f,g,h,g,f
c,a,c,g,g,f,h,h,g,g,g
a,d,a,h,h,e,e,e,f,h,g
b,b,b,e,e,e,e,e,e,f,f
a,d,b,e,g,h,h,f,f,e,h
d,c,b,f,f,g,h,f,g,f,h
c,b,b,g,g,f,h,h,g,g,g
c,a,b,h,h,h,h,f,f,e,h
a,a,a,h,e,e,e,g,h,g,f
b,d,a,h,e,h,g,e,h,f,h
a,d,c,h,g,h,h,f,f,e,h
a,a,d,h,e,e,f,f,h,g,f
b,b,a,h,h,h,h,f,f,e,h
d,d,d,g,h,e,h,f,h,g,g
b,c,c,e,e,e,e,e,e,f,f
b,a,a,e,e,h,h,g,e,f,e
a,d,d,g,h,e,h,e,h,e,f
a,d,b,g,e,h,h,g,h,h,f
a,c,b,g,h,g,f,g,h,f,g
c,a,c,f,g,f,h,h,h,g,f
b,d,d,g,e,h,h,g,h,h,f
b,a,c,h,e,e,f,g,h,g,f
a,d,a,e,e,h,g,e,g,f,h
b,b,c,g,h,h,h,g,h,h,f
a,a,d,h,e,e,f,g,h,g,f
c,c,c,e,e,e,g,e,h,f,h
b,d,c,e,e,e,e,e,e,f,f
b,b,c,g,h,g,f,g,h,f,g
a,c,b,f,f,g,h,f,g,f,e
d,b,a,e,e,e,e,e,e,f,f
c,d,d,f,e,h,h,g,h,h,f
c,d,d,g,e,h,h,g,h,h,f
a,b,d,g,g,g,f,g,h,e,e
b,c,c,e,e,e,e,e,e,f,f
c,d,d,g,e,h,h,g,h,h,f
a,d,c,g,e,h,h,g,h,h,f
c,d,a,h,e,e,f,g,e,f,f
a,b,d,h,g,g,f,f,g,e,e
b,d,c,g,e,h,h,g,h,h,f
a,b,b,g,h,g,e,g,h,f,g
c,d,c,g,h,g,f,g,h,g,g
c,d,a,h,e,f,f,g,h,g,f
a,d,a,e,f,h,g,e,h,f,h
b,c,c,e,h,h,g,e,h,f,h
b,c,c,e,h,h,g,e,h,f,h
b,b,b,g,e,h,h,g,h,e,f
a,d,b,g,h,h,e,e,e,h,f
a,c,b,f,f,g,h,f,g,f,e
c,d,d,g,h,e,h,h,h,e,f
c,d,a,h,e,e,f,g,h,g,f
c,a,c,f,e,h,h,g,h,f,e
c,a,c,g,h,g,f,g,h,f,g
c,a,a,f,e,h,h,g,e,f,e
d,d,a,h,e,e,f,g,h,g,f
b,b,c,g,h,g,f,g,h,f,g
d,a,d,h,e,e,f,g,h,g,f
b,c,c,e,e,e,f,e,e,f,f
c,a,d,g,g,g,h,g,g,f,g
c,d,d,g,e,h,h,g,h,h,f
d,c,a,f,f,g,h,f,g,f,h
d,a,a,h,g,g,e,g,h,e,e
b,a,a,f,e,h,h,g,e,f,e
c,c,c,e,e,e,e,e,e,g,f
c,c,d,g,e,h,h,g,h,h,f
a,d,a,e,h,h,g,e,h,g,h
d,d,d,g,h,e,h,h,h,e,f
d,d,a,f,e,e,f,e,f,h,f
a,d,c,g,h,f,g,h,h,e,f
a,c,b,h,g,f,f,f,g,e,f
a,a,b,g,e,h,h,g,h,h,f
b,a,a,h,h,h,h,f,f,e,h
d,d,d,g,h,e,e,f,h,h,g
c,d,c,g,e,h,h,g,h,h,f
d,a,a,e,e,e,h,f,e,f,g
c,a,c,g,g,f,h,h,g,g,g
a,c,b,g,h,f,f,f,g,e,f
a,a,d,h,e,e,f,g,h,g,f
b,c,c,e,e,e,h,e,f,f,f
d,a,a,e,e,e,e,e,e,g,f
c,a,c,g,g,f,h,h,g,g,g
c,c,c,g,g,f,h,h,g,f,g
d,a,a,e,e,e,e,e,e,f,f
a,d,c,g,h,e,h,h,h,f,f
c,a,c,g,h,g,f,g,h,f,g
a,d,b,h,h,e,e,e,f,h,g
c,a,a,h,g,g,f,g,h,e,e
b,c,c,e,e,h,g,e,h,f,h
b,b,d,e,e,e,g,e,h,f,h
b,b,b,g,g,f,h,h,g,g,f
d,d,d,h,g,e,h,h,h,e,f
a,d,d,h,e,e,g,g,h,g,f
b,a,a,h,g,g,f,g,h,e,e
a,c,b,g,h,g,f,g,h,f,g
b,a,a,h,h,h,h,e,f,e,h
a,d,b,g,e,h,h,g,h,h,f
a,c,b,g,e,h,h,g,h,h,f
a,c,c,g,h,e,g,h,e,e,f
a,d,b,h,h,e,e,e,f,h,g
c,a,d,g,g,f,h,e,g,g,g
b,a,d,f,g,g,h,g,g,g,g
b,b,a,f,e,h,h,g,e,f,e
c,a,c,g,h,g,f,g,h,f,g
d,a,a,e,e,e,e,e,e,f,f
c,a,a,h,e,e,f,g,h,g,f
d,a,b,e,e,e,e,e,e,f,f
a,d,a,e,e,h,g,e,h,f,h
a,c,b,h,g,f,f,f,f,e,f
d,d,d,g,h,e,h,h,e,e,f
d,d,d,g,h,e,e,f,h,g,g
c,a,c,g,g,f,h,h,g,g,g
d,d,d,g,f,g,h,g,g,f,g
c,a,d,g,g,g,h,g,g,f,g
c,a,c,g,h,g,f,g,h,f,g
b,c,c,e,f,g,h,f,g,g,e
a,b,d,h,f,g,f,g,h,e,e
c,d,d,g,e,e,h,g,h,h,f
a,b,d,h,g,g,f,g,h,e,e
a,a,d,h,e,e,f,g,h,g,f
c,d,a,h,e,e,g,g,h,g,f
d,d,b,h,h,h,e,e,f,h,g
a,c,b,f,h,g,f,g,g,f,g
c,d,d,g,e,h,h,g,h,h,f
c,d,d,g,e,h,h,g,h,h,g
a,d,b,e,e,h,g,e,h,f,h
a,d,b,g,e,h,h,g,h,h,f
a,a,d,h,e,e,e,f,h,g,f
d,d,d,g,e,h,h,g,e,h,f
d,d,d,g,e,e,e,f,h,g,g
c,a,d,g,e,h,h,g,h,h,f
c,d,a,h,e,e,f,g,h,g,f
a,d,b,h,h,e,e,e,f,h,h
b,b,c,e,e,h,g,h,h,f,h
c,c,c,e,e,e,e,h,e,f,f
b,b,b,e,e,e,g,g,g,e,e
d,a,a,e,e,e,e,e,e,f,e
c,a,c,g,f,e,h,h,g,g,g
c,a,c,g,g,f,h,h,g,h,g
b,b,b,e,e,e,e,e,e,f,f
c,a,d,g,g,h,h,g,g,f,g
b,d,a,h,e,h,h,f,f,e,h
d,a,a,h,e,e,e,e,f,f,f
d,a,a,e,e,e,e,e,e,g,f
a,d,b,h,h,e,e,e,f,h,g
a,b,d,h,g,g,f,g,h,e,e
a,a,d,h,e,f,f,g,h,g,f
a,a,a,h,e,e,f,g,g,g,f
c,d,d,h,e,e,f,g,h,g,f
d,c,a,e,e,h,g,e,h,f,h
d,d,d,g,h,e,h,h,h,e,f
b,b,c,g,e,h,h,g,h,h,f
b,a,a,e,h,h,h,f,f,e,h
c,a,a,g,f,f,h,h,g,g,g
b,d,a,g,h,h,h,f,f,e,h
d,a,a,e,f,e,e,e,e,f,f
a,a,c,h,e,e,f,g,h,g,f
c,c,c,g,f,f,h,h,g,g,g
a,a,d,h,e,e,f,g,h,g,f
d,a,a,e,e,e,e,e,e,f,f
c,c,c,g,e,h,h,g,h,h,f
b,b,c,g,e,h,h,g,h,h,f
b,a,a,h,h,h,e,f,f,e,h
a,d,d,h,h,h,h,f,f,e,h
a,c,b,f,f,g,h,f,f,f,e
c,a,d,f,e,h,h,g,e,f,e
d,a,a,e,e,e,e,e,e,f,f
a,a,a,h,e,e,e,g,h,f,g
c,a,a,h,g,f,h,h,g,g,g
c,d,d,g,g,g,h,g,g,f,g
a,d,a,e,e,h,g,e,h,f,h
b,a,a,e,h,h,h,f,f,e,h
d,d,a,g,h,e,e,f,h,g,h
c,d,d,g,e,h,h,g,g,h,f
b,a,a,g,f,f,h,h,g,g,f
b,b,c,g,e,h,h,g,h,h,f
b,b,c,g,h,g,f,g,h,f,g
c,a,d,g,g,g,h,h,g,f,g
a,a,d,h,e,e,f,g,h,g,f
c,d,a,h,e,e,f,g,h,g,f
a,a,d,h,e,e,g,g,h,g,f
b,b,c,e,e,h,g,e,h,f,h
b,a,a,h,g,h,h,f,f,e,h
c,d,d,g,e,h,h,g,h,h,g
a,d,c,h,h,h,h,g,f,e,h
b,a,a,h,h,h,g,f,e,h,h
b,a,a,h,h,g,h,f,f,e,h
c,a,d,g,e,h,h,g,h,h,f
a,b,d,h,g,g,f,g,h,e,e
b,c,d,f,e,h,e,e,e,f,f
b,b,d,f,e,h,h,g,e,f,e
a,b,a,h,g,f,f,g,h,e,e
b,b,c,g,h,g,f,g,h,f,g
a,b,d,h,g,g,f,g,h,e,e
c,c,b,e,e,e,e,e,h,f,f
a,d,b,h,h,e,e,e,f,h,g
c,d,a,e,e,e,f,g,h,g,f
a,d,a,e,e,h,g,e,h,f,e
c,d,d,h,e,e,f,h,h,g,f
b,b,a,e,e,e,e,e,h,f,f
b,a,a,h,h,h,h,e,f,e,h
c,c,c,g,g,f,h,h,g,g,g
c,d,a,g,e,h,g,f,h,h,f
d,d,d,g,h,e,h,h,h,e,f
b,a,a,f,h,h,e,g,e,f,e
b,d,c,e,e,h,g,e,h,f,h
a,d,b,h,h,e,e,e,f,h,g
c,d,a,h,e,e,f,g,h,g,f
b,a,a,h,h,h,h,g,f,e,h
c,d,d,g,e,h,h,g,h,g,f
c,a,a,h,h,g,f,g,h,e,e
a,b,d,h,g,h,g,g,h,e,e
a,d,a,e,e,h,g,e,h,g,h
c,c,c,g,g,g,g,h,g,g,g
a,c,b,h,g,g,f,f,f,h,f
c,d,d,g,e,h,h,g,h,h,f
c,c,d,h,g,f,h,h,g,f,g
c,c,c,e,e,h,g,e,h,f,h
b,a,a,h,g,h,h,f,f,e,h
c,a,a,h,g,g,f,g,h,e,e
b,b,b,e,e,e,e,e,e,f,f
c,c,c,e,e,e,e,e,h,f,f
b,a,a,g,e,h,h,g,e,f,e
b,b,c,e,e,h,g,f,h,f,h
c,a,d,f,e,h,h,g,e,f,e
c,d,a,e,e,e,f,g,h,h,f
c,a,d,f,g,g,h,g,g,f,g
d,c,d,g,h,e,e,f,h,g,g
a,a,d,h,g,g,f,g,h,e,e
b,b,c,g,f,h,h,g,h,h,f
c,c,c,g,g,f,h,h,g,g,g
d,a,a,e,e,e,e,e,e,f,f
a,d,c,g,e,h,h,g,h,h,f
b,a,a,h,h,h,h,f,f,e,h
a,b,b,e,e,e,f,g,g,f,e
a,a,d,h,f,e,f,g,h,f,e
c,d,d,g,e,h,h,g,h,h,f
c,c,d,g,e,e,h,g,h,h,f
a,c,b,f,f,g,h,f,g,f,e
c,c,c,h,e,h,g,e,h,f,h
b,b,b,e,e,e,g,f,g,e,e
d,a,d,h,e,e,f,g,h,g,f
c,a,a,h,e,f,f,g,h,g,g
d,c,c,e,e,e,e,e,e,f,f
c,d,a,g,e,e,f,g,h,g,f
d,d,a,h,e,e,f,g,h,g,f
b,c,c,e,e,e,e,e,e,f,f
b,b,c,e,e,e,e,e,e,f,g
c,a,b,g,g,f,g,h,g,g,g
c,c,c,e,e,e,e,e,f,e,f
c,c,c,g,g,f,h,h,g,g,g
a,d,b,g,e,h,h,g,h,h,f
b,b,d,e,e,h,g,g,e,f,e
d,d,d,f,g,f,h,g,f,f,g
d,a,d,h,g,g,f,g,h,h,e
c,c,c,e,h,h,g,e,h,f,h
a,b,d,h,g,h,f,g,h,e,e
a,a,c,g,e,h,h,g,h,h,f
b,b,b,e,h,f,e,e,e,f,f
d,a,a,e,e,e,e,h,f,f,f
b,b,b,h,e,e,g,g,g,f,e
b,b,c,f,h,g,f,g,h,f,g
a,c,b,f,f,g,e,f,g,f,e
b,d,a,h,h,h,h,f,f,e,h
c,d,a,g,f,h,h,g,h,h,f
d,d,c,g,h,e,e,g,h,g,g
a,d,c,h,h,h,g,f,f,f,h
d,a,a,e,e,e,e,e,e,f,f
d,a,d,h,e,e,f,g,h,g,f
a,b,d,h,g,g,f,g,h,e,e
d,d,d,g,h,e,g,e,h,e,f
c,a,a,e,g,g,f,g,h,e,e
d,a,d,e,e,f,h,e,e,f,f
a,c,c,h,h,h,h,f,f,e,h
c,c,c,g,g,f,h,h,g,g,g
a,b,d,g,h,g,f,g,h,e,e
d,a,a,e,e,e,e,e,e,f,f
b,b,b,e,e,e,g,g,g,f,e
b,b,c,e,e,h,g,e,h,f,h
b,b,b,e,e,e,e,e,e,f,f
c,d,a,h,e,e,f,g,h,g,e
a,d,a,e,e,h,g,e,h,f,h
b,b,b,g,h,g,f,g,h,f,g
b,b,d,h,e,e,f,g,h,g,e
a,d,b,g,e,h,e,g,g,h,f
c,c,c,e,e,e,e,e,h,e,f
c,d,d,g,f,h,h,g,h,h,f
a,c,d,h,g,f,e,g,h,e,h
d,a,d,g,g,g,h,g,g,e,g
a,a,d,h,e,e,f,g,h,g,f
c,a,a,f,h,h,h,g,e,f,e
a,a,d,h,e,e,f,g,h,g,f
d,d,d,g,h,h,h,h,e,e,f
a,c,c,f,f,g,h,f,g,f,e
a,a,d,g,e,e,f,g,h,f,f
c,a,c,g,h,g,f,g,h,f,g
a,a,d,h,e,e,f,g,h,h,f
b,a,a,h,h,h,h,f,e,e,h
c,d,a,h,e,e,f,g,g,g,f
b,b,b,e,e,e,e,e,e,f,f
c,a,d,g,f,g,h,h,g,f,g
b,a,d,h,e,e,f,g,h,g,f
b,a,a,h,h,h,h,f,f,e,g
b,d,a,f,e,h,h,g,e,f,e
b,c,b,e,e,h,g,e,h,f,h
c,c,c,e,e,e,e,e,e,f,e
c,a,d,f,e,h,h,g,e,f,e
c,a,d,g,g,f,h,g,g,f,g
a,b,d,h,g,g,f,g,h,e,e
a,d,a,e,e,h,g,e,g,f,h
b,a,c,e,e,h,g,e,h,f,e
b,a,a,h,h,h,h,f,f,e,h
c,b,a,e,h,g,f,g,h,e,e
a,d,c,g,h,e,h,h,h,e,f
b,b,c,g,h,g,f,g,h,f,g
c,a,a,h,g,g,e,g,h,e,e
b,a,d,g,g,f,h,h,g,g,g
a,c,b,g,h,g,f,g,h,f,g
c,c,c,g,h,f,h,h,g,g,g
b,a,a,h,h,h,h,f,f,e,h
b,c,c,f,f,g,h,f,g,f,e
c,a,c,g,g,f,h,h,g,g,g
c,c,c,e,e,h,g,e,e,f,g
b,b,d,g,e,h,h,f,h,h,f
b,c,c,e,e,h,g,e,h,f,h
a,a,d,h,e,e,f,g,g,g,f
c,d,d,g,e,h,h,g,h,h,f
c,a,d,f,e,h,h,g,e,f,e
c,a,c,g,g,f,h,h,g,g,g
c,c,c,g,g,f,h,h,g,g,g
c,d,d,g,e,h,h,g,h,e,e
a,d,c,g,h,e,h,h,h,e,f
d,c,c,e,e,e,h,e,e,f,f
b,b,a,e,e,e,e,e,e,f,f
a,c,b,g,h,g,f,g,h,f,g
c,d,d,g,e,h,g,f,h,h,f
b,a,c,e,e,h,g,e,e,f,h
d,d,d,g,h,e,h,h,h,e,f
d,d,d,g,h,e,e,f,h,g,g
a,a,d,h,e,e,f,g,h,g,f
a,b,d,h,g,g,f,g,h,e,e
b,a,a,h,h,h,h,f,f,e,h
a,c,b,h,g,f,f,f,f,e,f
a,a,d,h,e,e,f,g,h,g,f
d,a,a,e,e,e,e,e,e,f,f
a,a,d,h,e,e,f,h,h,g,f
a,d,b,g,e,h,e,g,h,h,f
a,b,b,e,e,e,e,e,e,f,f
a,d,c,g,h,e,h,h,h,e,f
d,d,d,g,h,e,h,h,e,e,f
a,a,d,h,e,e,f,g,h,g,f
b,a,a,f,e,h,h,g,e,f,e
b,a,a,f,e,e,h,g,e,f,e
d,d,d,h,e,h,h,g,h,h,f
b,a,a,f,e,g,h,g,e,f,e
b,d,b,e,e,h,g,e,h,f,h
c,a,c,g,g,f,g,h,g,g,g
c,a,d,g,g,g,h,g,g,f,g
b,b,b,e,e,e,g,g,g,f,e
c,c,c,e,f,h,g,e,g,e,h
a,c,b,f,f,g,h,e,g,f,e
b,b,b,e,e,e,g,g,g,f,e
b,c,d,e,h,h,g,e,h,f,h
b,a,a,h,e,h,e,f,f,e,h
a,d,b,g,h,e,e,f,f,h,g
b,b,c,f,e,e,g,h,h,f,h
b,a,a,f,e,h,h,f,e,e,h
c,d,d,g,g,g,h,g,g,f,g
b,a,c,g,g,f,h,h,g,g,g
a,d,c,g,e,h,h,g,h,h,f
b,a,a,h,h,h,g,f,f,e,h
a,a,d,h,e,e,f,g,h,g,f
b,a,a,h,h,g,h,f,f,e,h
a,d,a,e,e,h,g,e,h,f,h
b,c,c,f,f,g,h,f,g,f,e
a,d,c,h,h,h,h,f,f,e,h
b,d,c,e,e,h,g,f,h,f,e
b,c,c,e,e,e,e,e,e,f,f
c,a,d,g,g,g,h,g,g,f,g
c,a,a,g,g,g,h,h,g,g,g
c,d,d,g,e,h,h,f,e,g,f
b,a,a,h,h,h,e,f,f,e,h
b,d,a,h,h,h,h,e,f,e,h
a,d,c,h,h,h,h,f,f,e,h
b,b,c,g,e,h,h,g,h,h,f
a,d,a,f,e,h,g,h,h,f,h
c,c,c,e,e,e,e,e,e,f,f
c,c,c,e,e,e,e,e,e,f,f
c,a,d,g,g,g,h,g,g,f,g
b,b,c,g,f,h,h,g,h,g,f
b,b,a,h,h,h,h,f,f,e,h
c,a,c,g,g,f,h,h,g,g,h
a,d,c,h,h,h,h,f,e,e,h
c,b,c,g,e,h,h,g,h,h,e
d,d,d,h,h,e,h,e,h,e,f
d,a,a,e,e,e,f,e,e,e,f
c,d,c,g,e,h,h,g,h,h,f
b,a,a,h,h,h,h,f,f,e,h
c,c,c,e,e,h,g,e,h,f,g
d,b,a,e,e,e,e,e,f,f,f
c,a,a,f,e,h,h,g,e,f,h
a,a,d,h,e,e,f,g,h,g,f
d,d,c,f,f,e,f,e,g,h,f
a,d,a,e,e,h,g,e,h,f,h
a,a,a,f,f,h,e,g,e,f,e
c,c,c,e,e,e,f,e,e,f,f
b,a,a,f,e,h,h,h,e,f,e
a,a,d,h,g,g,f,g,g,e,e
b,b,c,e,e,h,g,e,h,f,h
b,b,b,e,f,e,e,e,e,f,f
a,b,d,h,f,g,f,g,h,e,e
c,b,c,g,e,h,h,g,h,h,f
a,d,b,f,e,h,h,g,h,h,g
c,d,a,g,e,e,f,g,e,g,f
a,b,d,h,e,e,f,g,h,f,f
c,d,d,g,e,h,h,g,h,h,g
b,b,c,f,e,h,h,g,h,h,f
b,b,d,e,e,h,g,f,h,f,h
a,b,c,g,h,g,f,g,h,f,g
a,d,c,h,h,h,h,f,f,e,h
a,a,d,h,e,f,f,g,h,g,f
b,b,c,g,e,h,h,g,h,h,f
d,d,d,h,h,e,e,f,h,g,g
a,c,b,g,h,g,f,g,h,f,g
b,b,b,e,f,e,e,e,e,f,g
b,c,c,e,e,h,g,e,h,f,h
c,d,d,g,e,h,h,g,h,h,f
a,c,b,g,h,g,f,g,h,f,h
c,d,d,g,f,h,h,f,h,h,f
c,b,d,f,e,h,h,g,e,f,e
c,a,a,h,g,f,f,g,h,h,e
a,d,c,g,h,h,h,f,f,e,h
c,a,a,e,e,e,e,e,e,f,f
b,a,a,f,e,h,h,g,e,f,e
a,d,a,h,e,e,f,g,h,g,f
b,b,b,e,e,h,g,h,h,f,e
c,a,a,e,e,f,e,e,e,f,f
c,a,a,h,g,g,f,g,h,e,e
c,c,c,g,f,f,e,h,g,g,g
a,d,a,e,e,h,f,e,h,e,h
d,a,d,f,e,e,e,h,e,f,f
c,a,a,h,e,e,f,g,h,g,f
b,b,b,e,e,e,g,g,g,f,f
a,a,d,h,e,e,f,g,h,g,f
c,d,d,f,f,f,f,e,g,h,f
b,d,a,e,e,h,g,e,h,f,g
b,b,b,e,e,e,g,g,g,f,e
c,d,d,g,h,h,h,g,h,h,e
c,d,d,g,e,h,h,h,h,h,f
b,b,c,g,h,g,f,g,h,f,h
a,b,d,h,g,g,f,g,h,f,f
d,a,a,e,e,e,e,h,e,f,f
c,a,c,g,g,f,h,h,g,g,g
a,d,c,h,h,h,h,f,f,f,h
a,c,b,g,h,g,f,g,h,e,g
a,c,b,f,f,g,h,f,g,f,e
b,d,c,e,e,h,g,e,h,f,h
a,a,d,h,e,e,f,g,h,g,f
c,c,d,e,e,h,g,e,h,f,h
a,c,b,f,f,g,h,f,g,f,e
b,b,b,e,e,e,e,e,e,f,e
c,a,a,e,e,e,e,e,e,e,f
a,d,c,h,h,e,h,h,h,e,f
a,a,d,h,e,e,f,g,g,g,f
a,a,d,h,e,e,e,g,h,g,f
b,b,b,e,e,e,g,g,g,g,e
c,c,c,e,f,h,g,e,h,f,h
c,c,c,e,f,h,g,e,h,f,h
d,d,d,g,h,f,h,h,h,e,f
