% continuousInputs: false
% addNoisyOutputs: true
% numNoisyOutputColumns: 3
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE noise1 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise2 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise3 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
b, c, a, n4, n7, n15, l, r, m
a, a, a, n6, n3, n4, e, u, i
b, c, b, n9, n8, n7, l, q, h
d, d, a, n7, n14, n8, g, g, o
b, d, b, n9, n14, n16, q, h, r
d, a, c, n9, n7, n7, l, q, m
a, b, c, n6, n9, n6, l, q, h
d, d, a, n3, n16, n2, m, t, h
b, d, a, n1, n13, n16, e, l, l
d, b, c, n14, n9, n2, g, s, u
c, a, a, n11, n16, n4, u, l, l
b, c, a, n13, n10, n10, l, q, m
d, d, a, n15, n7, n7, l, q, h
c, b, b, n12, n12, n13, j, e, j
c, a, c, n4, n8, n7, k, m, m
d, d, a, n5, n11, n16, m, s, h
c, b, c, n15, n2, n3, j, u, j
b, a, a, n7, n2, n13, q, m, e
a, c, d, n15, n16, n4, l, f, o
a, d, c, n15, n4, n6, l, j, q
b, c, b, n6, n7, n2, l, q, m
a, c, c, n15, n2, n16, m, t, h
b, a, b, n16, n3, n9, l, j, q
a, d, a, n10, n16, n7, l, q, h
a, a, a, n12, n1, n10, e, u, i
a, d, a, n3, n15, n12, e, l, l
d, b, d, n7, n7, n15, r, l, i
d, b, c, n15, n13, n5, l, q, m
a, b, a, n1, n2, n5, e, t, i
a, c, c, n13, n2, n4, q, h, r
d, d, a, n16, n2, n15, m, t, h
a, a, a, n14, n4, n9, l, q, h
c, d, d, n7, n16, n1, u, k, q
b, c, b, n11, n8, n2, r, m, i
a, c, c, n12, n16, n11, m, t, h
b, c, a, n2, n6, n12, l, q, m
a, a, b, n2, n10, n4, l, q, h
c, d, a, n1, n10, n7, m, t, h
a, c, b, n15, n14, n10, g, m, j
c, b, c, n5, n6, n8, l, q, m
b, a, d, n2, n11, n14, u, k, o
b, a, a, n7, n14, n10, u, k, p
a, d, a, n11, n9, n4, l, j, q
a, d, a, n13, n4, n13, e, l, m
d, b, c, n2, n3, n12, l, q, h
b, a, a, n4, n3, n1, e, l, l
b, c, b, n12, n3, n12, l, q, h
c, a, b, n6, n14, n3, l, k, q
b, a, c, n15, n8, n1, q, h, r
a, c, c, n3, n11, n5, h, m, j
a, c, c, n14, n7, n2, q, h, r
c, b, c, n2, n16, n15, j, e, j
b, c, a, n15, n5, n3, l, q, m
b, a, a, n2, n4, n12, e, l, l
b, c, c, n2, n10, n16, h, m, j
b, b, c, n7, n10, n6, l, j, q
d, b, c, n14, n4, n12, l, q, m
d, b, c, n16, n15, n13, l, q, m
b, b, a, n13, n13, n7, l, f, p
d, d, a, n16, n8, n16, l, j, q
d, d, a, n2, n2, n4, g, h, o
a, d, d, n10, n4, n2, e, l, l
b, c, b, n16, n11, n8, l, j, q
c, d, d, n3, n1, n16, u, l, q
b, c, a, n9, n7, n2, l, p, h
d, b, c, n14, n2, n8, g, s, u
b, a, c, n14, n10, n14, q, h, r
b, b, b, n13, n5, n5, r, l, i
b, c, c, n1, n11, n11, m, t, h
a, c, b, n1, n2, n13, m, t, h
b, b, a, n11, n5, n7, j, e, j
d, d, a, n14, n6, n10, m, t, h
b, b, b, n13, n11, n8, r, l, i
b, a, a, n14, n9, n8, e, l, l
b, a, a, n11, n5, n1, u, k, o
b, c, b, n5, n14, n2, l, j, q
b, c, a, n11, n10, n5, k, q, o
a, a, a, n5, n8, n13, l, q, h
b, b, a, n8, n6, n8, l, f, p
b, a, c, n13, n12, n11, q, h, r
d, b, c, n10, n5, n2, l, q, i
c, b, c, n7, n10, n7, j, e, j
b, c, a, n13, n4, n8, l, q, m
a, d, c, n16, n7, n4, l, j, q
a, a, b, n10, n13, n6, l, p, h
b, c, b, n13, n8, n16, l, q, h
b, b, b, n4, n16, n7, r, l, i
b, c, a, n16, n9, n16, l, q, m
b, a, a, n7, n12, n10, g, l, j
d, b, c, n13, n13, n3, l, q, m
a, a, b, n12, n12, n11, e, u, i
a, d, c, n10, n3, n6, l, j, q
a, d, a, n9, n7, n5, e, k, l
a, d, a, n15, n15, n13, l, j, q
b, b, b, n13, n15, n1, l, q, g
a, b, b, n9, n14, n12, r, l, i
d, b, b, n4, n9, n2, l, q, h
d, b, c, n11, n14, n6, l, q, m
b, a, a, n8, n9, n5, e, l, l
a, a, a, n7, n12, n4, e, u, i
a, c, c, n15, n9, n8, g, m, j
b, d, a, n8, n7, n14, l, q, h
a, d, a, n8, n10, n15, j, e, j
a, c, d, n10, n15, n12, l, f, p
a, c, d, n1, n6, n8, g, h, m
d, b, c, n11, n13, n8, l, q, m
a, a, a, n6, n3, n5, e, u, j
a, d, c, n4, n9, n16, l, j, p
a, c, d, n11, n7, n2, l, f, p
a, a, a, n6, n14, n16, k, q, h
b, b, c, n14, n13, n12, j, e, j
a, c, c, n8, n12, n5, h, l, j
a, d, c, n16, n2, n16, l, k, q
a, c, c, n12, n14, n9, g, m, k
d, b, c, n11, n5, n2, l, q, h
c, b, c, n4, n6, n14, r, l, h
a, d, a, n16, n8, n4, l, j, q
c, b, b, n16, n12, n9, r, l, i
a, a, a, n9, n14, n9, e, u, i
b, d, b, n15, n3, n10, l, q, h
d, c, c, n1, n4, n7, l, f, p
a, c, d, n6, n5, n16, l, f, p
b, b, b, n16, n6, n5, r, l, i
a, a, a, n2, n11, n11, l, q, h
a, a, a, n11, n1, n7, e, u, i
d, b, c, n7, n14, n8, l, q, m
d, d, c, n9, n1, n5, q, h, q
a, c, d, n16, n10, n12, f, i, m
b, c, a, n12, n1, n12, l, p, h
b, c, b, n2, n15, n8, l, i, r
a, d, c, n7, n13, n1, q, h, r
a, d, b, n13, n7, n8, l, j, q
a, a, a, n11, n8, n14, l, r, h
a, d, a, n7, n4, n4, e, k, l
c, b, c, n15, n12, n10, r, l, i
b, a, a, n12, n1, n11, u, k, o
b, a, a, n4, n8, n2, e, l, l
d, b, c, n12, n15, n9, l, q, i
d, d, d, n9, n2, n9, l, j, q
d, d, b, n4, n9, n5, q, r, e
a, a, a, n7, n7, n7, e, l, l
a, a, b, n4, n7, n1, l, q, h
b, b, b, n15, n3, n6, r, l, j
b, d, c, n1, n10, n4, l, j, q
a, d, a, n3, n1, n15, j, e, j
d, d, a, n10, n15, n15, g, g, p
b, b, b, n1, n13, n16, r, l, i
a, d, a, n14, n15, n3, u, m, m
a, a, a, n13, n2, n14, l, q, h
b, c, d, n15, n12, n7, l, e, p
d, a, c, n6, n11, n2, g, s, e
a, d, c, n9, n7, n11, l, j, q
d, b, c, n14, n10, n8, l, q, m
c, b, c, n5, n6, n12, l, j, q
a, c, c, n13, n2, n11, m, t, h
a, d, a, n9, n6, n15, l, j, q
a, c, c, n2, n14, n13, q, h, r
d, a, c, n1, n13, n16, l, r, h
a, a, a, n3, n14, n1, l, r, h
b, c, c, n12, n11, n1, m, t, h
a, d, c, n8, n16, n10, l, j, q
b, a, c, n14, n2, n8, q, h, r
c, a, c, n14, n2, n4, r, l, i
c, a, b, n9, n16, n9, l, i, q
a, d, a, n2, n2, n6, l, j, q
a, d, a, n7, n16, n9, l, j, q
a, d, a, n16, n15, n15, l, j, q
c, d, d, n16, n9, n13, u, l, q
b, b, a, n3, n2, n1, i, e, j
b, a, a, n16, n14, n14, u, l, l
a, d, c, n5, n11, n4, l, j, q
a, d, d, n11, n3, n10, l, f, p
a, d, a, n2, n11, n10, l, j, q
d, d, a, n10, n1, n8, m, t, g
c, d, d, n11, n14, n4, u, l, q
a, d, a, n15, n7, n8, j, e, j
a, b, c, n3, n4, n6, g, m, j
a, c, d, n1, n16, n12, l, f, p
d, a, b, n3, n4, n4, l, r, h
b, a, a, n3, n12, n9, u, k, o
c, a, b, n3, n5, n6, l, j, q
c, a, d, n8, n5, n15, u, l, q
b, d, c, n13, n4, n1, q, h, r
a, c, d, n15, n3, n12, f, h, m
a, d, c, n8, n4, n14, l, j, q
b, b, b, n10, n5, n10, q, l, j
c, b, c, n5, n15, n3, l, j, q
d, b, c, n13, n4, n3, l, q, h
c, d, d, n7, n16, n6, u, l, q
a, d, a, n14, n3, n12, i, e, j
d, b, b, n15, n13, n8, u, l, q
a, d, a, n12, n10, n4, e, l, l
a, d, a, n4, n13, n16, l, q, h
a, c, d, n6, n7, n10, f, h, m
b, a, c, n8, n6, n6, q, h, s
b, a, c, n1, n3, n15, q, h, r
b, a, c, n3, n3, n4, q, h, r
d, d, a, n11, n11, n9, m, s, h
c, b, c, n11, n12, n4, r, l, i
b, c, a, n12, n10, n6, k, q, m
a, a, a, n8, n16, n4, e, l, l
a, d, c, n2, n13, n15, l, j, q
b, a, a, n7, n2, n3, u, k, o
a, a, a, n7, n5, n10, e, u, i
d, c, c, n10, n1, n12, q, h, r
a, a, a, n14, n2, n13, l, q, h
d, b, c, n9, n9, n7, l, q, h
b, c, a, n8, n11, n1, l, q, m
a, c, c, n14, n2, n2, o, t, h
a, d, a, n1, n8, n8, e, l, l
d, c, d, n9, n2, n9, f, h, m
a, a, a, n7, n3, n11, e, u, j
a, c, d, n11, n6, n2, l, f, p
d, d, a, n5, n7, n4, g, g, o
a, d, c, n8, n1, n14, l, j, q
d, c, a, n9, n14, n15, g, g, m
d, d, a, n16, n6, n11, q, r, e
b, b, a, n7, n4, n2, q, m, e
b, b, a, n5, n6, n16, l, f, p
b, a, b, n5, n9, n6, u, k, o
d, a, a, n9, n4, n6, l, q, h
b, c, c, n7, n14, n3, l, i, q
a, d, a, n13, n8, n11, l, q, h
b, c, a, n13, n14, n10, m, q, m
c, b, b, n14, n15, n16, j, e, j
b, d, a, n7, n6, n3, m, q, m
c, b, c, n13, n5, n15, l, j, q
b, a, c, n15, n11, n16, q, h, r
c, d, d, n3, n12, n9, u, l, q
b, b, a, n8, n4, n8, j, e, j
c, a, b, n16, n2, n8, l, j, p
c, a, b, n12, n5, n11, l, j, q
a, c, c, n2, n15, n2, g, o, j
c, b, c, n7, n4, n6, i, e, j
d, b, c, n13, n15, n3, l, q, h
b, b, a, n6, n14, n13, l, f, p
b, a, c, n5, n1, n12, q, h, r
b, c, c, n11, n9, n2, q, h, r
a, c, d, n13, n2, n11, l, g, p
a, c, d, n13, n7, n16, f, h, m
b, c, d, n13, n3, n1, l, q, m
d, a, b, n13, n7, n1, g, g, o
b, c, b, n6, n9, n11, e, u, i
b, c, b, n1, n11, n5, l, j, q
b, b, a, n6, n9, n14, l, q, m
a, d, c, n4, n13, n1, l, j, q
b, a, a, n13, n5, n8, e, u, h
b, a, c, n13, n9, n8, q, h, s
a, c, c, n2, n13, n2, g, m, i
b, b, b, n5, n14, n13, l, q, g
a, d, a, n15, n10, n9, l, q, i
c, a, b, n1, n1, n4, l, j, p
b, a, a, n10, n7, n9, e, u, i
d, b, c, n9, n10, n7, k, q, h
d, d, a, n16, n2, n6, l, j, q
d, b, c, n3, n8, n9, l, q, m
c, a, b, n8, n4, n3, l, j, q
a, d, c, n13, n4, n15, l, j, q
d, b, c, n9, n1, n6, l, q, m
b, a, c, n13, n14, n15, q, h, r
a, d, a, n11, n11, n4, e, l, m
c, c, c, n1, n16, n9, l, j, q
c, a, b, n9, n14, n6, l, j, q
a, a, a, n5, n9, n10, l, r, h
b, b, b, n1, n12, n8, r, m, i
a, c, d, n14, n10, n14, f, h, m
b, c, c, n7, n7, n4, q, h, r
a, c, d, n8, n13, n9, e, h, m
b, a, c, n10, n13, n1, q, h, r
a, c, c, n16, n11, n11, m, u, h
c, b, c, n6, n6, n11, l, j, p
b, b, b, n8, n1, n11, r, l, i
c, a, b, n11, n12, n8, l, j, q
a, a, a, n2, n13, n12, e, u, i
d, d, a, n1, n15, n12, l, q, g
c, a, b, n6, n11, n4, k, m, m
b, a, a, n4, n10, n14, g, m, j
a, d, c, n10, n5, n8, l, j, q
d, b, c, n9, n2, n11, l, q, h
a, d, a, n15, n11, n7, l, j, q
d, b, c, n3, n5, n10, g, s, u
a, a, a, n1, n15, n4, e, u, i
b, c, b, n5, n8, n3, l, j, q
c, d, a, n11, n3, n4, u, l, p
a, a, a, n6, n1, n11, e, u, i
b, c, a, n8, n15, n14, l, q, m
a, a, b, n5, n8, n6, l, q, h
d, b, c, n2, n9, n16, l, q, h
a, c, a, n16, n4, n2, g, g, m
b, a, b, n11, n3, n10, l, j, r
a, d, c, n1, n14, n4, l, k, q
a, d, a, n13, n6, n9, j, e, j
c, d, a, n7, n2, n9, l, j, q
a, d, a, n6, n7, n10, m, j, q
d, d, c, n16, n9, n7, l, j, q
a, d, a, n2, n2, n8, e, l, k
a, d, c, n13, n10, n10, l, j, q
c, a, b, n14, n1, n14, k, j, r
c, a, c, n4, n16, n14, r, l, i
b, d, a, n15, n3, n7, l, q, h
a, a, b, n1, n12, n1, l, q, i
a, d, a, n10, n10, n10, l, j, q
a, c, b, n9, n12, n3, l, j, q
b, c, b, n3, n2, n3, l, q, h
c, a, b, n11, n15, n12, l, j, r
d, b, c, n9, n5, n2, l, q, m
b, b, b, n5, n4, n9, r, l, h
b, c, b, n9, n3, n15, l, j, q
d, b, c, n4, n12, n11, l, q, h
a, c, d, n5, n14, n11, l, f, p
b, b, a, n16, n6, n4, j, e, j
d, b, c, n5, n3, n11, j, e, i
b, b, b, n7, n4, n2, r, l, i
a, c, d, n5, n11, n8, l, f, p
a, d, a, n1, n3, n11, l, j, q
a, d, a, n4, n15, n1, l, j, q
b, c, a, n6, n15, n6, l, q, m
b, c, b, n12, n5, n7, l, j, q
b, b, a, n1, n5, n13, m, f, p
b, c, a, n1, n10, n13, f, h, m
b, c, a, n14, n10, n6, l, q, m
b, b, a, n15, n12, n12, q, m, e
b, b, a, n13, n3, n11, l, f, p
d, d, a, n11, n6, n3, m, u, h
a, c, d, n10, n4, n16, f, h, m
c, b, b, n15, n8, n14, m, j, q
a, a, d, n9, n4, n16, m, q, h
d, a, a, n14, n6, n9, l, j, q
b, c, b, n15, n2, n15, l, j, q
d, d, a, n14, n5, n10, q, r, e
b, c, b, n1, n5, n14, l, j, p
a, c, d, n16, n6, n9, f, h, m
b, a, c, n7, n4, n7, q, h, r
d, b, c, n10, n2, n2, g, s, u
b, b, a, n8, n11, n5, l, f, p
d, b, c, n9, n11, n14, l, q, m
d, d, a, n3, n4, n2, j, e, k
a, a, a, n4, n8, n1, l, r, h
b, c, a, n15, n4, n2, l, q, m
b, b, a, n3, n5, n10, e, l, l
b, a, a, n8, n3, n3, l, q, h
c, b, c, n11, n12, n9, j, f, i
c, a, b, n14, n7, n15, l, j, q
a, a, a, n15, n10, n15, f, u, i
a, d, b, n7, n3, n1, k, j, q
a, a, a, n7, n10, n8, e, u, i
a, c, c, n14, n3, n9, g, m, j
d, b, c, n9, n15, n3, f, t, u
b, c, b, n12, n9, n16, l, j, q
b, d, a, n6, n11, n13, l, p, m
c, b, c, n14, n11, n4, l, q, m
a, a, c, n6, n13, n8, l, k, q
b, a, a, n5, n16, n12, e, k, o
d, c, c, n6, n11, n8, l, q, h
a, a, a, n2, n14, n4, j, e, j
b, a, b, n3, n1, n5, e, l, l
a, c, c, n4, n11, n14, g, l, j
a, c, d, n2, n6, n7, l, f, p
b, c, d, n9, n5, n9, l, q, m
c, d, d, n8, n1, n11, u, l, p
b, b, b, n2, n9, n10, l, j, q
a, c, c, n4, n13, n3, q, h, r
b, c, b, n11, n3, n13, r, l, j
d, b, c, n12, n13, n10, g, s, u
a, d, c, n11, n7, n4, l, j, q
b, b, b, n16, n7, n3, r, l, i
b, a, c, n11, n5, n9, q, h, r
a, a, b, n10, n16, n2, l, q, h
a, c, d, n14, n5, n15, l, f, p
a, d, a, n13, n10, n15, l, j, q
a, a, a, n4, n6, n14, l, q, h
b, a, c, n4, n5, n11, q, h, r
a, d, a, n10, n1, n15, l, q, h
c, d, a, n7, n15, n4, l, t, h
b, d, d, n6, n16, n9, u, m, q
b, b, a, n5, n11, n6, l, f, p
a, b, c, n13, n10, n13, g, m, j
b, c, a, n3, n9, n10, l, q, l
d, d, a, n15, n13, n15, l, q, h
b, c, b, n13, n3, n11, l, q, h
b, a, c, n1, n6, n4, q, h, r
d, b, c, n15, n7, n3, l, q, m
d, d, a, n4, n9, n1, l, j, q
d, b, c, n11, n2, n16, l, q, m
d, b, c, n9, n12, n9, l, q, h
d, b, c, n15, n14, n8, l, q, m
a, d, a, n9, n3, n13, j, u, k
b, c, a, n1, n10, n15, l, p, m
a, d, a, n10, n9, n1, e, l, l
a, c, d, n7, n8, n6, f, h, m
b, a, c, n1, n8, n2, q, h, r
a, c, a, n5, n2, n7, l, q, m
b, c, b, n6, n16, n12, l, j, q
d, b, c, n6, n12, n1, l, q, i
a, d, c, n5, n6, n13, l, i, q
d, b, d, n16, n1, n16, l, q, m
b, c, b, n2, n1, n5, l, r, h
d, b, c, n16, n7, n8, l, p, m
b, d, c, n4, n9, n3, l, j, q
b, b, b, n9, n10, n9, r, l, j
c, b, a, n1, n12, n13, l, r, m
d, d, a, n7, n5, n5, l, t, h
d, d, a, n14, n12, n4, l, q, h
b, b, b, n6, n16, n16, r, l, i
a, d, a, n8, n11, n14, e, m, l
c, d, c, n7, n11, n5, u, l, q
a, d, c, n11, n5, n7, l, j, q
a, a, a, n13, n6, n6, e, u, i
d, d, a, n13, n5, n6, o, t, i
a, d, d, n5, n9, n9, e, l, l
b, c, a, n10, n16, n5, l, q, m
b, b, b, n7, n1, n6, r, l, h
c, d, d, n1, n12, n16, u, l, q
a, c, c, n12, n2, n11, g, m, j
b, c, a, n4, n5, n6, l, q, m
a, d, a, n9, n2, n3, l, j, q
c, c, b, n4, n1, n4, l, q, m
c, d, d, n4, n9, n7, u, l, q
d, c, c, n1, n8, n15, q, h, q
a, d, a, n13, n12, n1, l, q, h
a, d, a, n14, n6, n4, m, i, q
d, b, c, n7, n11, n15, g, s, u
b, a, c, n5, n5, n12, q, h, r
a, b, c, n6, n8, n4, g, s, u
b, b, a, n1, n13, n16, j, e, j
a, c, d, n2, n3, n1, f, h, m
b, c, a, n12, n8, n15, l, q, m
c, a, b, n10, n16, n1, l, j, q
d, b, c, n8, n16, n10, l, q, o
a, d, a, n12, n4, n7, l, j, q
c, b, c, n11, n14, n6, e, t, i
d, b, c, n5, n10, n10, k, q, l
d, d, d, n6, n12, n8, h, g, o
a, d, a, n2, n12, n1, e, l, k
d, a, b, n2, n12, n13, k, m, m
a, d, a, n7, n12, n9, j, e, j
c, d, d, n5, n6, n4, u, l, q
b, a, c, n12, n12, n14, q, h, r
c, b, b, n7, n15, n1, l, j, q
c, a, b, n4, n11, n14, l, j, q
b, d, a, n2, n1, n13, g, m, j
c, d, d, n15, n13, n2, u, l, q
b, a, c, n12, n9, n7, q, h, q
b, b, a, n2, n1, n5, j, e, j
a, a, a, n9, n4, n4, e, u, i
c, b, c, n12, n11, n8, l, q, h
a, c, c, n15, n6, n9, l, j, q
a, d, c, n3, n4, n14, l, j, q
a, d, c, n10, n10, n7, l, k, q
d, b, c, n3, n7, n5, g, s, u
a, a, a, n16, n11, n2, l, q, h
b, b, c, n3, n14, n1, q, h, r
a, d, c, n14, n2, n16, l, j, q
a, d, d, n8, n12, n12, q, r, f
a, d, c, n2, n12, n13, l, j, q
c, a, b, n5, n5, n2, l, j, p
a, a, a, n14, n4, n10, e, u, i
d, b, c, n9, n11, n6, l, q, m
b, b, b, n13, n13, n4, s, l, i
d, d, a, n6, n16, n7, l, j, q
a, d, a, n11, n13, n7, e, l, l
a, d, a, n14, n7, n8, e, l, l
c, a, a, n13, n16, n11, k, m, m
b, c, b, n8, n11, n14, l, q, h
a, c, b, n2, n5, n7, g, m, j
b, a, a, n16, n7, n4, u, k, p
b, c, b, n7, n13, n6, l, j, q
a, c, a, n12, n9, n7, l, i, q
a, c, d, n1, n6, n9, f, h, o
a, d, c, n13, n3, n6, l, j, q
c, d, d, n1, n3, n15, u, l, q
d, b, c, n5, n16, n5, g, s, u
b, c, a, n2, n1, n5, l, q, m
a, d, a, n10, n15, n14, l, j, q
d, d, a, n16, n6, n9, m, t, h
c, d, d, n7, n1, n4, u, l, q
a, b, c, n1, n6, n4, r, l, i
c, b, c, n4, n9, n7, j, e, j
c, b, c, n5, n14, n12, g, s, t
c, a, b, n16, n16, n10, l, j, q
b, c, a, n11, n6, n2, k, q, o
a, c, c, n4, n12, n3, q, h, q
c, d, d, n8, n12, n9, u, l, q
d, a, c, n5, n3, n5, g, s, u
a, d, a, n2, n7, n10, l, j, q
a, c, c, n3, n15, n16, f, m, j
c, b, a, n15, n2, n16, j, f, j
a, d, a, n14, n15, n12, l, k, q
b, c, a, n10, n4, n4, l, q, l
d, d, a, n2, n1, n7, q, r, f
a, a, a, n4, n11, n7, e, u, i
a, d, a, n16, n5, n8, m, j, q
c, a, b, n5, n3, n6, l, k, q
a, d, c, n16, n15, n8, l, k, q
a, a, c, n10, n4, n13, q, h, r
d, d, a, n12, n7, n6, l, p, i
c, b, c, n4, n2, n2, j, e, k
a, d, a, n3, n1, n2, l, q, h
c, a, b, n16, n3, n9, k, m, m
a, c, b, n5, n9, n14, l, j, q
b, c, b, n12, n14, n1, l, j, r
a, d, a, n10, n14, n9, e, k, l
d, d, a, n7, n11, n3, r, r, u
b, a, b, n9, n4, n5, l, j, q
b, b, b, n5, n1, n2, r, l, i
d, a, c, n14, n11, n14, l, q, m
d, d, a, n13, n1, n16, m, t, h
d, b, c, n14, n3, n11, l, q, h
a, a, a, n4, n3, n8, l, q, h
b, b, b, n1, n9, n8, r, l, i
a, c, c, n3, n9, n5, q, h, r
b, a, c, n3, n15, n10, q, h, r
d, c, b, n11, n13, n15, l, q, m
a, c, d, n8, n8, n10, l, f, p
b, b, a, n5, n16, n15, l, q, m
b, d, d, n8, n9, n5, u, l, q
c, b, c, n11, n1, n12, j, e, j
b, b, a, n1, n8, n1, l, f, p
d, b, c, n11, n5, n3, l, q, h
d, b, c, n6, n8, n16, l, q, m
a, a, a, n5, n13, n1, l, q, h
a, c, b, n16, n2, n10, l, j, q
b, c, a, n5, n2, n15, l, p, m
a, a, a, n15, n5, n11, e, u, i
d, b, c, n1, n5, n7, l, q, o
b, a, a, n10, n2, n4, e, l, l
b, c, b, n5, n2, n10, l, q, h
a, a, a, n3, n3, n16, e, u, i
b, b, b, n2, n10, n15, q, l, i
a, a, d, n10, n3, n1, l, q, h
a, a, a, n10, n1, n4, l, q, h
a, a, a, n14, n7, n8, l, q, h
a, d, a, n3, n1, n16, e, l, l
b, c, a, n5, n2, n5, l, q, m
d, d, a, n12, n15, n3, m, t, g
d, b, c, n4, n13, n5, g, s, u
a, c, c, n7, n2, n16, q, h, s
d, d, a, n6, n7, n16, g, g, m
a, a, b, n5, n13, n16, e, u, i
c, b, c, n14, n16, n2, r, l, i
a, d, b, n16, n14, n15, l, q, h
b, c, a, n15, n11, n5, l, q, m
b, d, b, n5, n8, n16, r, h, s
a, c, d, n1, n15, n16, l, f, p
b, c, a, n8, n7, n3, l, q, m
b, b, a, n6, n2, n16, j, e, j
d, d, a, n5, n11, n1, m, j, q
a, a, a, n12, n15, n9, l, q, h
d, d, d, n13, n14, n8, u, l, q
d, b, c, n15, n15, n3, k, q, m
b, b, a, n3, n13, n7, q, m, f
c, b, c, n13, n9, n7, j, e, j
c, d, d, n10, n12, n7, u, l, q
a, d, a, n10, n7, n8, l, j, q
a, c, c, n16, n6, n6, m, t, h
b, c, b, n4, n6, n3, r, l, i
b, d, c, n7, n1, n3, l, j, q
c, a, a, n7, n1, n10, q, r, e
d, b, c, n1, n6, n5, g, s, u
a, a, d, n12, n12, n8, e, u, i
d, d, a, n16, n4, n15, g, g, o
a, d, a, n2, n4, n11, l, j, q
d, d, a, n11, n9, n4, l, j, q
b, c, b, n8, n10, n3, l, j, q
a, a, a, n3, n15, n12, l, q, h
d, d, d, n2, n3, n14, t, l, q
b, b, a, n1, n10, n7, l, f, p
d, d, a, n3, n7, n12, e, l, l
a, d, c, n8, n9, n14, l, j, q
d, b, d, n1, n7, n5, e, u, i
b, b, a, n5, n12, n15, r, l, i
a, d, a, n8, n4, n1, l, q, i
b, b, a, n2, n7, n16, q, m, e
a, c, d, n10, n4, n4, f, h, l
c, d, a, n6, n9, n1, u, l, q
b, c, a, n11, n10, n3, l, q, m
d, d, a, n13, n14, n15, q, r, e
a, c, d, n7, n16, n6, f, h, m
b, c, b, n10, n9, n4, l, j, q
d, d, a, n8, n3, n14, l, j, q
a, a, a, n7, n11, n5, l, q, h
a, c, b, n6, n12, n6, m, t, h
a, d, a, n11, n8, n7, l, q, i
d, d, a, n4, n7, n1, g, g, o
b, c, a, n12, n3, n14, l, q, m
b, a, c, n2, n15, n3, q, h, q
b, c, b, n8, n11, n14, l, j, q
a, d, a, n16, n11, n2, f, l, l
d, b, c, n11, n12, n1, l, q, m
b, b, b, n7, n8, n3, r, l, i
b, a, c, n13, n9, n16, q, g, r
b, b, b, n10, n7, n15, r, l, j
c, c, c, n10, n16, n9, l, j, q
c, a, b, n4, n3, n9, l, j, q
c, b, c, n7, n10, n14, l, j, q
a, c, c, n5, n2, n2, q, h, r
b, c, a, n15, n5, n1, l, q, m
b, c, a, n12, n3, n4, l, q, m
a, d, a, n10, n11, n15, e, m, l
a, d, d, n10, n10, n13, f, h, m
a, b, a, n2, n2, n16, e, u, i
d, d, a, n6, n5, n6, m, t, i
b, a, a, n12, n14, n3, e, l, l
a, c, c, n10, n10, n9, f, h, m
b, a, a, n8, n4, n2, f, m, l
b, b, b, n12, n14, n1, q, l, i
b, a, c, n1, n16, n11, q, h, r
b, a, c, n15, n10, n13, q, h, r
b, a, d, n3, n1, n12, q, h, r
c, c, d, n8, n9, n4, u, l, q
c, a, d, n7, n11, n6, u, l, q
a, d, a, n11, n5, n10, e, l, l
b, c, a, n13, n5, n15, l, q, m
b, c, a, n7, n2, n1, l, q, h
b, a, c, n13, n13, n3, q, h, s
a, d, a, n11, n11, n4, m, j, q
a, d, a, n2, n3, n1, j, e, j
a, a, a, n13, n7, n8, e, u, i
a, d, a, n6, n6, n4, j, e, j
a, c, c, n7, n6, n11, g, l, j
a, d, c, n10, n16, n14, l, j, q
a, c, d, n8, n7, n11, e, g, m
b, b, a, n6, n1, n15, q, m, e
c, d, d, n2, n1, n3, u, l, q
a, d, a, n2, n8, n11, l, j, p
b, c, b, n6, n6, n11, l, k, q
c, a, a, n5, n15, n16, g, m, j
b, b, b, n10, n9, n4, r, l, i
c, a, b, n14, n2, n16, l, j, r
d, d, a, n4, n14, n5, g, g, o
d, b, c, n8, n8, n13, l, q, m
a, c, d, n15, n5, n12, l, f, p
c, a, c, n2, n13, n1, r, m, i
d, b, c, n2, n11, n16, l, q, h
b, a, c, n16, n4, n16, q, h, r
a, a, a, n6, n1, n4, l, q, h
a, c, c, n3, n9, n13, m, t, h
