% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$IndependentGenerator
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
a, a, b, s, t, t, r, u, i
b, b, d, h, r, u, i, q, m
d, c, c, p, s, k, g, f, h
c, a, d, r, o, f, u, q, l
c, c, a, h, f, s, r, h, f
c, c, b, u, f, s, r, s, j
b, d, a, s, h, s, f, t, p
a, d, b, i, t, i, k, i, u
b, a, d, p, u, j, i, j, q
b, c, a, g, i, l, k, f, g
d, a, d, e, f, k, o, p, g
a, c, c, h, j, k, f, g, j
d, a, d, o, s, q, s, o, h
a, c, c, h, s, k, r, t, l
c, a, d, i, k, i, h, q, t
a, a, b, f, o, s, t, h, e
b, d, a, r, o, q, h, o, t
b, b, d, o, q, q, g, j, l
b, b, c, m, f, m, t, g, g
a, d, b, p, r, i, k, i, i
d, d, a, f, t, u, l, e, k
d, c, a, m, f, o, k, h, q
b, a, a, t, r, l, t, j, m
b, c, c, j, j, k, r, p, f
d, b, c, i, m, j, q, s, p
b, b, c, l, l, l, e, q, g
c, c, c, u, s, g, r, t, l
a, d, c, p, h, i, g, o, m
a, d, b, r, q, i, j, p, i
b, d, a, e, r, l, m, r, s
c, c, a, j, i, g, g, f, i
a, d, b, s, f, i, l, r, i
a, d, a, t, e, k, o, i, t
a, c, c, h, h, k, p, s, e
b, a, d, p, h, s, i, j, h
d, d, a, f, o, t, h, j, g
c, c, c, o, r, f, i, k, l
d, b, c, p, k, j, o, s, l
c, c, a, p, f, j, f, s, k
a, d, b, r, q, i, k, e, m
a, d, b, s, p, i, s, o, u
b, b, d, h, s, s, i, q, m
d, a, a, g, u, m, i, g, p
b, b, c, l, f, l, e, j, t
b, d, a, m, u, u, u, k, l
d, b, c, p, j, j, o, r, l
b, a, a, u, u, o, l, j, p
c, a, d, k, l, u, t, p, l
a, d, a, l, h, f, p, i, o
d, d, a, f, o, p, p, u, r
a, a, b, j, s, u, s, f, p
b, d, a, f, r, f, m, e, o
a, a, b, m, i, t, h, o, q
a, a, b, f, s, t, r, s, q
a, a, b, s, k, j, r, e, q
d, a, d, k, e, u, k, r, j
a, d, b, r, t, i, j, i, p
d, b, c, p, l, j, e, s, m
d, b, b, m, p, q, p, e, p
d, a, d, j, u, o, u, q, u
a, d, a, t, i, j, l, j, t
d, b, c, k, k, j, k, o, p
b, c, c, f, s, o, j, k, r
c, c, c, u, s, o, h, k, r
c, a, d, m, j, h, i, r, t
b, b, b, f, r, u, f, p, r
a, c, c, j, h, k, o, u, j
a, c, c, g, t, k, j, s, g
c, b, c, l, g, o, t, t, g
c, b, c, m, r, r, u, p, r
a, a, b, j, h, s, u, s, i
b, c, a, g, j, g, s, f, s
b, a, d, q, k, s, i, q, r
d, b, a, k, l, i, l, s, f
b, d, a, s, r, g, m, r, o
a, d, c, j, r, t, i, t, g
d, a, b, f, s, i, e, e, e
d, b, c, l, k, j, m, s, f
a, a, b, r, f, f, q, h, k
b, d, a, q, g, f, i, t, o
d, a, a, l, k, u, h, g, j
a, c, d, o, h, k, r, e, m
b, b, d, t, q, e, i, t, k
b, b, c, k, g, o, u, k, g
d, b, a, l, l, p, g, h, j
d, d, a, f, l, t, f, l, p
d, d, a, f, l, o, i, j, o
d, d, b, r, e, i, t, o, t
b, a, b, m, r, i, l, j, l
d, b, b, t, t, q, h, f, p
b, a, d, o, h, p, i, q, r
d, d, d, m, u, o, t, j, h
b, b, b, g, r, l, t, e, g
a, d, a, j, h, g, q, i, t
b, b, b, i, i, r, f, e, s
b, b, d, t, e, q, i, f, i
b, b, d, t, e, t, g, s, m
c, c, a, m, f, r, f, h, p
a, d, c, g, t, k, o, p, u
b, a, a, e, r, g, u, o, o
b, d, d, f, o, r, h, p, g
c, c, a, r, f, f, r, s, q
b, c, d, o, q, k, e, f, u
b, b, c, m, j, l, e, l, g
c, c, a, p, f, p, k, g, u
a, c, c, p, k, k, l, s, p
d, a, d, j, u, r, l, j, h
d, d, d, f, q, h, e, l, l
b, b, b, s, f, l, e, p, s
d, a, d, u, u, q, e, i, l
c, c, a, h, f, t, f, s, i
b, b, c, l, e, o, t, l, g
b, c, a, f, f, j, f, s, p
c, c, a, j, f, t, f, s, u
d, a, a, e, i, p, g, l, f
d, a, a, m, h, h, h, s, f
c, a, d, h, g, h, t, q, i
b, d, a, g, m, o, o, g, l
b, a, c, p, e, p, j, k, p
b, a, a, l, q, o, o, f, i
d, a, a, t, j, e, r, e, u
c, c, b, p, f, k, r, s, q
a, a, a, i, q, h, g, e, g
b, b, d, i, p, p, i, q, u
d, a, a, t, h, k, g, s, u
b, d, a, r, q, m, m, t, e
a, d, b, r, k, i, s, e, u
a, d, b, q, e, i, l, i, l
d, d, b, f, t, m, o, o, i
a, c, c, h, s, k, u, h, m
c, d, c, m, s, g, j, k, k
c, c, a, i, f, u, f, h, l
d, b, b, h, t, l, t, j, h
c, c, c, p, s, p, i, g, l
c, d, d, f, h, r, q, m, o
c, a, d, t, g, h, o, q, t
d, b, a, u, t, q, i, f, e
d, a, a, h, g, e, f, i, f
b, b, d, s, r, f, i, r, l
d, d, a, f, t, t, h, e, f
b, d, d, p, r, k, i, q, u
d, a, b, h, g, t, e, s, r
d, b, c, i, k, j, q, p, l
a, d, a, i, o, q, i, i, e
b, a, a, o, p, m, o, f, u
a, a, c, g, m, u, m, e, g
d, c, c, m, j, k, p, u, e
c, a, d, e, m, s, m, e, t
b, c, b, k, h, k, e, u, h
c, b, b, e, p, q, t, f, h
b, b, a, p, m, r, p, q, l
a, c, c, g, u, k, m, f, j
a, a, b, h, k, u, k, u, i
d, a, d, m, o, r, o, q, t
a, c, c, g, j, k, r, i, j
a, d, b, r, r, i, r, q, i
a, c, c, o, h, j, s, t, j
b, a, d, p, s, k, i, q, g
c, c, a, u, f, l, f, r, q
b, b, c, k, m, k, t, j, g
b, c, c, o, j, k, e, p, p
b, d, b, r, t, s, m, g, l
b, b, b, o, r, u, l, s, l
d, a, a, k, t, m, r, p, i
b, a, b, g, p, h, f, t, o
a, d, b, r, f, i, t, i, m
b, b, c, l, e, o, o, j, g
c, c, d, u, s, g, j, i, r
c, c, c, f, s, g, p, f, s
b, c, a, r, j, g, g, f, u
b, a, a, e, t, g, m, q, s
a, d, b, s, g, i, r, p, p
a, c, d, g, i, k, s, f, k
a, a, d, p, l, s, i, k, h
b, d, a, s, m, f, m, t, e
c, c, c, u, s, q, u, j, r
a, d, d, i, h, p, h, i, m
c, c, a, t, f, l, k, s, p
d, a, a, r, e, s, o, h, u
d, a, d, s, s, s, g, e, e
d, b, b, u, t, q, i, f, f
a, c, c, u, t, s, h, s, m
b, b, b, e, e, u, l, q, o
a, c, b, j, s, s, r, p, j
d, a, d, f, u, h, u, j, l
b, b, b, o, g, u, l, q, o
b, a, a, t, u, k, s, f, f
a, c, c, j, p, s, o, f, l
c, d, d, e, j, h, g, r, i
a, d, b, i, u, i, l, p, u
d, b, b, i, t, k, p, j, o
a, c, c, g, t, s, s, e, g
d, a, b, i, f, q, j, f, l
a, c, d, h, q, s, k, t, u
b, c, c, t, s, r, e, l, l
a, c, c, o, q, s, s, p, j
d, b, c, k, m, j, i, l, h
a, c, b, r, t, i, k, i, m
c, c, c, j, s, r, o, t, l
a, c, c, p, q, k, k, f, j
a, c, c, p, j, s, o, p, p
b, a, b, s, p, h, h, j, o
d, a, d, j, u, g, i, t, l
b, b, a, l, r, g, f, r, l
a, c, c, i, t, k, r, u, f
b, a, c, l, j, m, g, e, q
a, c, c, i, q, s, s, u, f
b, a, a, h, r, r, o, j, l
b, b, d, o, q, l, f, h, t
b, a, a, f, p, o, k, o, l
a, a, b, p, o, t, t, j, k
b, a, a, l, u, e, u, o, o
a, b, d, j, q, s, j, f, m
b, a, d, p, h, j, i, k, h
b, b, c, t, p, o, t, h, g
c, b, d, k, p, i, h, u, g
b, a, d, p, p, k, i, l, r
d, a, b, u, q, t, j, g, p
d, b, c, l, o, j, i, s, m
c, b, b, p, i, u, m, e, i
b, b, a, s, f, h, f, s, k
b, b, b, k, l, h, e, q, l
b, a, d, p, m, k, j, q, r
a, c, c, h, i, k, e, h, f
a, d, a, i, e, o, p, j, h
a, c, c, l, h, s, f, t, p
c, c, c, f, s, g, j, p, k
d, d, a, f, o, m, p, f, f
a, d, a, t, q, o, p, f, p
b, d, a, r, k, o, g, t, l
d, b, c, i, k, j, q, r, m
d, a, d, g, f, u, r, h, g
c, a, d, m, k, k, h, q, i
c, d, a, f, h, t, l, e, i
b, a, c, p, m, p, i, k, h
b, a, a, p, k, k, i, k, h
b, d, b, r, u, i, s, p, l
c, a, d, f, g, i, h, r, t
c, c, c, u, s, o, u, e, r
a, b, c, j, j, k, j, g, p
a, a, b, s, k, i, k, e, m
c, a, a, e, i, r, g, q, u
b, d, a, e, e, s, m, i, o
b, b, d, o, e, o, i, q, j
b, b, a, h, e, f, i, t, j
b, b, b, o, m, r, f, r, f
b, d, a, r, u, q, m, t, l
b, a, a, h, r, i, l, f, i
a, c, c, g, j, s, s, f, u
d, a, b, o, i, s, r, s, u
a, d, b, o, q, i, k, q, l
b, b, b, h, i, o, o, g, s
b, a, d, p, m, r, i, u, h
b, b, c, i, g, o, e, l, g
d, a, a, k, o, s, h, p, u
b, b, b, g, r, g, u, f, p
c, c, b, j, s, r, o, q, m
b, d, a, q, i, f, m, i, t
b, a, a, o, u, h, h, f, l
a, c, c, r, r, k, f, f, l
d, d, b, g, h, m, h, f, r
c, c, a, i, g, h, q, s, e
a, c, c, g, j, k, r, t, u
a, c, c, r, j, s, u, s, h
a, d, a, j, u, r, p, f, l
b, d, b, h, g, g, l, o, t
a, d, b, r, k, i, j, i, m
a, c, b, s, g, i, k, i, i
d, d, a, f, f, p, h, l, f
a, d, a, g, l, p, k, j, q
a, c, d, j, t, k, e, u, f
c, b, a, f, f, f, f, s, p
a, d, a, i, e, k, o, f, m
d, d, a, f, q, t, i, f, j
b, d, a, s, g, f, h, e, o
c, c, c, t, s, o, u, q, k
b, b, c, j, l, o, e, j, s
d, b, c, i, m, j, q, l, g
b, b, d, s, q, o, g, j, l
b, d, a, s, m, g, h, r, o
b, a, d, p, k, s, i, t, r
c, a, d, e, o, i, g, r, g
d, c, c, p, k, j, k, s, i
a, a, b, u, k, s, r, t, p
d, b, c, p, k, k, k, s, r
a, d, b, p, o, i, q, o, u
b, b, c, i, h, l, e, r, f
c, c, c, t, s, r, r, t, r
b, b, d, s, r, f, g, j, l
a, c, c, u, t, k, s, u, g
d, a, a, k, e, r, r, i, i
b, a, d, h, k, f, h, p, g
c, b, a, h, f, r, r, s, p
d, d, a, f, h, l, t, g, p
b, c, a, q, h, f, f, t, g
c, a, d, e, m, i, o, o, g
a, c, c, r, q, s, q, u, h
d, a, a, f, e, o, o, f, e
d, c, b, o, f, q, h, e, k
b, c, a, g, q, g, m, f, o
d, b, c, p, o, i, k, s, l
c, c, c, h, s, o, u, h, s
a, d, b, r, s, i, l, j, m
d, a, a, m, p, i, f, e, f
a, d, a, f, t, q, t, o, i
a, c, c, i, t, s, r, t, l
c, a, d, r, o, f, o, u, t
c, a, d, r, m, h, o, p, e
a, c, c, i, q, k, k, s, u
a, d, c, r, h, s, m, t, p
a, d, a, j, o, m, o, e, t
d, a, d, p, u, i, e, h, g
c, b, c, k, r, p, g, r, l
a, d, b, r, h, i, j, i, m
b, a, a, l, p, o, s, o, j
a, c, c, g, t, k, h, i, f
b, a, a, g, k, u, l, e, i
d, a, d, j, f, q, j, m, h
a, a, a, e, u, j, i, f, u
c, c, a, m, f, t, f, s, p
b, b, a, l, m, u, i, q, i
a, d, b, r, q, i, s, e, m
a, d, b, s, p, i, k, p, i
d, b, c, j, k, j, o, o, l
a, c, c, i, s, s, f, f, p
a, d, b, i, e, i, t, i, m
d, a, d, q, s, o, i, p, g
a, c, d, u, q, k, m, f, q
d, b, b, p, f, j, h, f, f
c, b, d, q, o, s, t, p, o
c, c, a, k, f, r, f, s, h
b, b, d, j, r, f, i, r, l
d, c, c, g, o, j, q, s, g
d, a, c, p, u, q, p, m, h
c, c, c, h, s, g, i, e, r
d, a, d, s, f, t, u, j, g
c, c, c, g, s, r, f, u, k
a, c, c, p, j, l, o, u, j
a, d, a, k, l, k, h, f, i
d, a, a, q, e, r, f, s, u
b, d, a, h, o, r, f, o, o
a, d, a, i, o, f, h, g, l
d, a, d, h, e, q, s, q, g
a, d, a, i, e, m, q, g, l
d, b, c, i, k, j, k, r, s
b, b, c, t, e, l, t, j, t
b, b, a, l, s, m, o, o, h
a, c, c, j, h, s, m, t, p
a, c, c, l, j, r, e, u, l
d, d, a, f, o, k, i, o, k
d, d, a, f, k, o, i, h, i
c, c, a, f, f, i, s, s, o
c, a, d, e, o, s, t, k, g
b, a, d, p, t, s, i, p, h
b, b, c, t, l, l, g, j, s
d, a, d, s, o, i, e, r, g
b, a, a, m, u, q, q, o, u
c, b, c, u, s, g, h, p, l
a, d, a, k, h, e, q, j, o
c, c, b, p, f, o, k, s, i
b, b, b, s, k, l, m, q, q
b, b, d, j, q, f, i, s, l
c, c, b, p, s, o, o, i, s
b, d, b, m, i, u, i, f, k
a, d, b, i, q, i, l, q, l
d, a, a, u, j, j, r, p, u
a, d, b, i, s, t, q, j, h
a, d, b, i, i, i, t, p, i
b, d, a, g, i, g, i, e, o
a, c, a, h, l, s, e, j, q
a, d, b, j, h, i, o, m, l
d, c, c, f, s, r, i, p, l
a, a, a, j, h, p, r, h, e
a, a, b, g, k, f, p, e, k
a, d, b, p, t, i, o, t, m
c, c, c, t, s, r, u, u, l
c, a, d, p, t, u, i, k, r
d, d, a, f, m, u, j, e, m
a, d, b, i, h, i, t, i, u
d, d, a, f, h, m, l, j, i
d, b, c, g, k, j, i, s, k
d, b, b, i, f, q, i, f, o
d, b, a, u, i, s, g, o, f
b, b, c, h, j, l, o, m, s
a, c, c, h, j, k, f, h, m
c, c, c, j, s, o, u, e, l
b, a, b, f, u, g, t, o, l
a, c, c, h, s, k, f, u, g
a, d, a, j, k, f, m, g, m
d, b, a, i, p, q, m, f, m
d, b, c, p, m, j, k, s, h
a, c, c, s, q, t, g, s, h
b, b, c, l, h, l, u, r, q
b, d, a, t, p, q, m, f, i
d, b, c, g, k, j, p, s, i
b, b, d, o, q, t, i, t, o
c, d, d, t, g, i, u, e, l
d, a, d, q, f, r, g, q, g
a, d, a, i, h, s, k, f, i
b, a, d, p, h, j, i, q, r
b, c, c, u, s, o, t, p, k
c, a, a, h, p, h, m, p, t
d, a, a, e, i, f, m, q, u
b, d, a, t, p, f, m, p, o
a, a, b, g, k, h, p, j, e
a, d, a, j, r, h, k, j, q
b, a, d, p, t, r, i, k, k
c, d, c, u, s, f, r, t, l
c, a, d, o, k, r, o, r, g
c, a, a, l, u, s, s, m, g
b, b, b, e, u, u, k, q, s
a, d, a, i, h, t, p, f, h
a, a, b, g, m, s, o, o, k
b, c, a, o, f, k, h, e, p
b, a, d, p, l, p, i, l, h
a, c, c, f, h, s, o, u, h
d, d, a, g, o, s, h, p, f
b, b, d, i, q, p, h, r, m
a, b, b, k, h, u, q, s, r
d, c, c, g, h, k, f, u, f
a, c, c, m, q, s, p, q, l
b, a, d, p, l, s, i, u, h
b, a, d, p, h, p, i, u, u
d, a, a, g, e, g, g, m, s
a, c, c, r, g, k, q, i, u
d, d, a, f, h, e, j, o, g
b, d, a, e, m, o, h, t, g
a, b, c, s, j, s, i, i, f
c, a, a, e, e, k, l, i, u
a, c, c, u, j, s, q, f, f
d, a, d, e, u, o, p, t, i
d, b, c, g, o, j, i, p, o
d, d, a, f, q, t, j, e, p
a, d, a, i, h, m, p, j, o
c, c, c, p, s, q, i, o, r
c, a, d, k, o, r, t, p, j
d, a, d, i, k, r, t, u, i
d, c, c, j, j, s, r, t, j
d, d, a, f, k, s, i, j, f
c, d, a, f, h, e, h, j, u
c, a, c, i, k, i, m, u, g
a, d, b, q, g, i, j, p, l
d, a, d, e, u, m, s, m, h
c, a, d, s, j, h, h, o, e
c, c, a, r, e, f, r, s, o
d, d, a, f, t, o, k, j, l
a, d, b, r, k, q, e, l, k
b, a, a, m, r, j, t, j, g
b, c, a, j, r, k, i, f, k
b, c, d, h, q, k, h, f, k
d, b, b, i, s, q, i, j, k
b, a, a, m, r, u, j, j, r
d, b, c, k, m, j, q, p, f
b, c, a, o, q, k, u, f, i
b, c, d, g, f, k, h, f, k
a, c, c, p, s, k, o, h, p
d, b, b, u, t, p, s, f, g
d, a, d, p, u, g, f, q, s
a, d, b, i, u, i, j, p, e
d, a, a, t, r, m, f, o, f
d, b, b, p, s, k, i, e, l
b, b, b, k, m, l, e, g, t
a, c, b, i, f, j, q, i, m
b, a, d, o, e, s, h, s, j
d, b, b, p, t, q, p, f, o
c, b, a, u, t, q, p, f, p
a, d, b, r, f, i, u, p, i
a, d, a, t, l, j, p, j, l
d, d, a, f, o, u, j, f, k
c, c, a, h, f, k, f, s, p
c, b, c, p, m, j, o, r, s
a, d, a, j, e, m, e, i, t
b, b, b, s, m, u, p, s, t
c, c, a, p, e, g, r, s, k
b, c, d, h, f, r, r, s, i
d, b, c, o, k, j, e, p, m
b, b, d, m, s, e, h, t, t
d, a, a, f, t, r, o, f, f
c, c, a, p, f, s, f, s, u
c, a, d, m, j, i, t, e, i
d, d, b, g, t, e, i, j, e
c, c, c, q, s, o, u, s, r
a, d, b, r, f, i, r, j, l
d, b, b, p, k, j, o, o, l
b, b, c, i, l, l, g, j, t
c, b, b, s, f, k, i, f, o
a, d, b, r, q, i, j, p, l
a, c, c, f, j, s, h, e, j
b, a, a, t, p, h, l, o, m
d, b, c, i, k, j, o, s, f
b, d, a, r, r, m, m, u, g
b, a, d, p, q, u, i, q, h
d, c, a, f, q, p, j, p, l
c, c, b, o, f, u, r, s, k
c, b, c, p, s, r, t, k, l
b, a, d, p, t, s, i, o, r
a, d, a, i, p, t, o, i, h
a, d, a, j, o, e, e, i, m
a, a, b, k, m, r, j, j, g
a, a, d, p, p, s, i, l, f
a, d, b, s, q, i, s, i, p
c, b, c, k, k, j, q, p, p
d, d, a, f, h, t, i, f, u
c, a, d, s, o, t, t, f, m
c, c, a, p, f, f, f, s, o
b, a, d, p, h, o, i, q, r
d, a, d, r, f, g, f, l, l
d, a, d, p, s, q, s, l, m
d, a, a, f, h, p, i, f, i
a, c, c, r, s, s, u, u, h
b, a, a, o, h, f, m, j, k
d, b, d, i, k, i, q, r, p
b, b, c, l, f, l, o, g, g
b, d, a, j, o, q, m, f, t
a, d, b, r, f, i, g, e, m
b, b, b, o, r, h, m, e, j
b, c, a, r, f, f, r, f, j
b, a, a, f, u, l, i, o, p
a, d, a, g, f, q, k, i, f
c, d, d, p, e, s, i, k, f
b, c, a, o, q, k, u, f, s
d, a, a, q, j, e, r, i, e
a, c, a, o, f, k, k, f, k
c, a, d, h, g, h, o, f, g
b, b, b, s, r, m, p, g, k
b, a, a, e, r, u, r, q, h
b, c, b, g, q, g, k, f, m
a, b, b, g, s, t, g, o, l
c, d, a, f, f, m, l, e, u
d, a, d, g, f, i, f, m, h
a, c, c, i, q, s, i, t, l
d, a, a, k, e, r, k, l, i
b, c, c, j, h, k, q, t, h
a, d, b, j, i, j, k, t, m
c, c, c, u, s, g, r, g, k
c, c, c, q, s, g, r, k, l
a, d, a, t, o, j, h, g, m
d, d, a, f, u, p, f, f, o
b, a, a, m, g, h, p, s, m
d, a, a, k, i, s, u, r, j
a, d, a, t, l, q, l, g, h
d, b, c, k, m, j, q, s, m
d, a, b, f, m, k, l, o, l
a, d, c, o, h, k, o, s, u
d, b, b, t, t, k, t, f, l
b, a, c, p, h, j, i, s, h
c, c, c, f, s, h, r, h, k
d, b, b, s, r, k, p, j, k
d, b, d, p, l, j, p, q, h
a, c, c, i, t, k, h, q, p
a, d, b, m, k, f, j, u, h
d, a, d, p, f, o, t, f, l
b, a, d, p, p, k, i, k, r
a, d, b, h, s, j, s, t, m
c, b, d, m, p, h, u, f, g
b, b, c, t, e, o, f, u, p
d, b, c, g, m, j, i, p, s
b, a, d, q, h, s, i, k, r
a, c, c, g, t, k, q, r, h
b, a, a, o, q, i, i, q, o
c, a, d, r, p, k, u, q, t
b, b, c, i, m, l, g, k, g
c, c, c, j, s, r, u, p, l
a, d, a, f, r, u, o, g, h
a, b, b, f, g, h, u, s, t
d, b, b, s, t, q, t, f, o
c, a, d, o, m, t, t, r, t
a, c, c, i, t, s, r, t, p
a, d, a, i, l, k, k, i, m
b, a, d, p, t, o, i, q, f
a, d, d, i, e, j, s, i, h
b, c, b, r, q, g, u, f, s
b, a, a, o, u, u, s, o, u
a, a, b, r, i, t, s, m, l
a, d, a, i, t, m, i, g, p
b, c, a, g, i, g, r, f, s
b, c, a, o, i, k, i, f, m
d, a, d, p, u, t, t, l, g
c, c, c, r, s, o, f, f, r
a, d, a, j, f, f, j, i, p
d, a, d, r, s, s, t, p, p
a, c, a, i, e, o, p, g, m
a, d, b, i, i, i, r, p, e
c, b, d, t, q, t, i, j, j
c, a, d, m, o, j, o, p, t
b, c, b, l, m, i, m, e, j
a, c, c, j, j, k, f, f, f
d, d, a, f, l, o, t, j, f
b, c, b, r, k, i, k, p, m
d, a, d, e, q, i, p, s, e
b, b, d, t, j, s, g, f, k
a, d, a, u, e, p, h, i, q
a, a, b, j, k, t, h, q, i
d, d, a, f, h, f, f, o, o
c, c, a, p, f, g, r, s, i
b, b, b, k, k, h, f, s, o
b, b, b, l, g, u, t, e, i
a, c, b, h, j, k, h, u, j
d, b, c, p, k, j, o, s, r
c, a, d, r, s, g, s, j, k
b, d, a, h, m, l, m, o, o
b, b, c, t, e, o, t, r, g
c, c, c, m, s, o, j, l, l
a, c, c, i, q, s, i, f, h
b, b, b, i, i, u, e, e, i
a, d, b, r, q, i, s, h, l
d, b, b, s, t, q, l, k, l
c, c, a, k, f, o, f, s, o
c, c, c, e, s, o, r, g, r
b, b, b, s, m, r, l, p, f
d, b, b, s, p, k, p, f, p
a, d, b, p, h, j, s, i, i
d, b, b, m, o, q, i, f, f
c, c, a, g, f, s, f, s, q
c, a, d, r, o, s, t, u, m
d, d, a, l, s, h, j, s, i
b, c, a, g, r, g, q, f, e
d, b, b, s, p, q, i, e, f
a, a, b, q, t, s, e, r, t
c, d, c, r, s, o, q, s, l
a, c, c, g, u, k, i, f, f
a, d, a, j, k, j, q, f, m
c, c, a, f, f, s, f, r, p
b, b, b, m, m, q, p, p, q
b, d, a, e, o, r, m, g, h
b, c, a, r, q, j, f, f, p
b, b, b, l, r, r, e, q, o
b, d, a, j, o, o, m, g, l
b, c, a, g, r, k, u, f, e
a, c, c, h, h, k, q, g, u
c, c, c, e, s, r, u, o, r
b, d, a, e, p, h, m, t, l
b, a, d, p, m, k, i, s, f
d, b, b, s, t, k, i, f, f
c, c, a, j, f, s, k, s, k
b, d, a, h, r, q, m, u, o
c, c, c, f, s, g, h, p, r
b, d, b, f, i, u, m, t, t
d, b, b, m, t, k, h, j, o
b, c, c, j, s, r, o, i, o
a, c, b, r, j, s, s, s, l
d, a, d, g, u, o, l, h, h
d, a, d, r, k, s, h, f, s
d, a, a, k, h, s, l, q, j
d, a, d, i, o, s, u, q, g
b, d, a, f, u, f, u, o, f
a, d, a, k, h, f, e, e, h
b, a, d, e, q, t, i, j, l
a, a, a, r, o, s, r, p, f
d, b, b, p, f, k, m, j, f
b, c, c, t, e, l, g, j, r
a, c, c, r, i, k, o, f, p
b, c, c, l, s, r, o, e, r
a, c, c, g, q, s, o, p, i
c, a, d, k, j, i, o, p, e
d, a, a, q, i, k, l, g, j
b, b, c, m, q, l, s, t, g
b, d, a, p, u, u, i, t, f
d, a, d, e, s, r, p, q, l
d, a, d, s, f, q, s, h, h
a, c, c, u, h, s, f, t, f
c, b, d, t, j, e, j, r, i
b, c, a, o, r, f, h, f, m
b, d, a, i, r, l, m, g, p
b, a, a, p, u, p, t, o, p
c, a, c, j, p, i, o, q, i
a, c, d, j, o, j, l, j, j
d, b, a, u, p, k, h, f, p
d, a, d, p, g, r, l, m, h
c, a, d, k, g, k, h, e, t
b, b, b, i, k, u, m, f, j
a, a, b, u, m, s, p, j, h
c, a, d, i, q, k, m, f, e
b, c, a, j, f, k, i, f, l
d, d, a, f, q, k, q, h, o
b, b, a, q, h, e, i, t, g
b, d, a, i, r, m, f, i, f
b, b, c, g, f, o, o, k, g
d, b, b, s, f, q, p, f, h
b, c, c, l, h, s, s, f, f
b, b, c, t, r, l, f, l, s
d, d, a, f, m, o, i, e, k
a, c, c, q, j, k, s, u, p
a, a, b, e, s, s, r, m, k
b, c, c, o, j, k, o, s, j
a, c, c, g, t, s, r, f, h
d, b, c, p, m, j, k, r, p
d, b, b, s, p, q, p, f, p
c, a, d, m, m, j, h, p, g
d, b, c, p, j, j, q, l, q
b, a, d, p, h, s, i, k, h
b, b, c, t, q, e, g, j, r
d, b, d, e, u, r, u, j, h
a, c, c, g, h, s, f, q, p
a, c, c, f, k, s, e, s, h
a, c, c, g, h, s, f, i, f
d, a, a, q, l, h, r, i, f
b, c, a, r, i, k, q, f, t
a, c, c, h, h, s, p, f, f
a, a, b, m, g, u, k, g, h
b, a, a, f, u, o, s, p, i
b, a, a, l, q, u, o, j, s
b, c, a, r, r, g, h, f, h
d, a, a, j, i, s, h, k, i
d, a, a, h, u, r, f, t, l
a, d, b, r, o, i, r, q, i
b, c, a, o, q, f, u, f, l
d, c, c, p, m, j, i, p, r
a, d, a, k, e, p, l, i, h
a, a, b, g, r, s, t, t, e
b, c, b, o, k, h, q, p, i
a, d, a, j, l, m, k, i, j
c, c, d, q, s, o, h, o, r
a, d, b, p, r, i, q, q, l
a, d, a, g, r, g, s, i, l
b, b, b, g, l, r, f, s, q
d, a, d, h, g, t, m, k, h
a, c, c, j, q, k, s, u, e
b, d, a, j, i, m, m, i, l
c, c, a, h, f, o, f, s, u
b, c, d, o, e, r, i, f, m
a, b, b, i, k, j, q, r, g
b, b, c, t, u, l, g, t, g
a, d, b, t, s, o, u, t, p
c, c, b, e, f, e, r, s, u
b, b, d, q, g, p, i, k, r
b, a, a, f, r, p, t, p, p
d, b, c, j, k, j, k, s, i
c, a, d, h, o, r, o, f, g
c, c, a, l, f, p, k, s, u
b, b, d, f, s, t, i, q, m
d, b, c, i, l, j, q, p, r
a, c, c, o, j, k, o, p, m
a, c, c, i, h, k, f, s, j
a, c, b, j, t, i, j, q, l
a, a, a, f, t, s, o, h, l
a, c, b, e, s, k, e, t, p
c, c, c, g, s, o, u, o, k
c, a, d, i, k, i, t, r, t
d, a, a, q, f, r, k, e, q
b, c, c, i, s, k, o, i, j
b, a, d, p, t, p, i, t, h
a, a, b, j, p, r, r, e, p
b, b, c, t, u, l, g, m, g
b, c, b, f, l, r, f, e, t
d, b, c, g, k, j, q, r, o
b, a, d, g, k, h, t, p, t
a, c, c, m, t, k, h, f, h
d, c, c, g, h, k, f, g, f
